timestamp,idle,memused
2018-03-14 10:00:00,46.47672413793101,92.99474137931034
2018-03-14 11:00:00,36.504864864864814,93.08564189189192
2018-03-14 12:00:00,44.79593220338983,93.01376271186447
2018-03-14 13:00:00,29.58752542372884,93.08362711864407
2018-03-14 14:00:00,46.089087837837816,93.04959459459465
2018-03-14 15:00:00,28.689864406779645,93.11786440677965
2018-03-14 16:00:00,43.34692567567567,93.07716216216213
2018-03-14 17:00:00,23.280782312925176,93.05006802721083
2018-03-14 18:00:00,18.696815068493137,93.0481164383561
2018-03-14 19:00:00,19.775924657534254,93.06188356164378
2018-03-14 20:00:00,19.44136986301369,93.05400684931504
2018-03-14 21:00:00,22.59465986394558,93.06173469387764
2018-03-14 22:00:00,22.85438356164384,93.11140410958907
2018-03-14 23:00:00,20.452696245733794,93.08918088737201
2018-03-15 00:00:00,18.74808219178083,93.06380136986303
2018-03-15 01:00:00,19.25780821917808,93.06174657534253
2018-03-15 02:00:00,14.211241379310362,93.16413793103447
2018-03-15 03:00:00,23.50412969283277,93.14453924914676
2018-03-15 04:00:00,20.04910652920962,93.14728522336772
2018-03-15 05:00:00,17.95458904109589,93.07982876712326
2018-03-15 06:00:00,17.139275862068978,93.08665517241378
2018-03-15 07:00:00,20.341609589041106,93.0485273972603
2018-03-15 08:00:00,24.438566552901044,93.13191126279875
2018-03-15 09:00:00,19.276435643564348,93.11254125412546
2018-03-15 10:00:00,16.30626712328767,93.19041095890408
2018-03-15 11:00:00,19.911993127147774,93.11666666666666
2018-03-15 12:00:00,19.223321917808203,93.08510273972604
2018-03-15 13:00:00,31.25415492957747,93.10338028169015
2018-03-15 14:00:00,31.17165793292476,93.10336417159945
2018-03-15 15:00:00,30.937635840379315,93.10330507981139
2018-03-15 16:00:00,30.572291998060173,93.10318686405199
2018-03-15 17:00:00,30.095829752086367,93.10299338204729
2018-03-15 18:00:00,29.528452448576918,93.1027084915233
2018-03-15 19:00:00,28.890363433650858,93.10231605020606
2018-03-15 20:00:00,28.201766053427228,93.1017999158216
2018-03-15 21:00:00,27.482863654025053,93.10114394609592
2018-03-15 22:00:00,26.75385958156335,93.10033199875508
2018-03-15 23:00:00,26.034957182161172,93.09934793152507
2018-03-16 00:00:00,25.34635980193754,93.09817560213197
2018-03-16 01:00:00,24.70827078701148,93.09679886830179
2018-03-16 02:00:00,24.140893483502033,93.09520158776053
2018-03-16 03:00:00,23.664431237528223,93.09336761823423
2018-03-16 04:00:00,23.29908739520908,93.09128081744892
2018-03-16 05:00:00,23.06506530266364,93.08892504313064
2018-03-16 06:00:00,22.982568306010933,93.08628415300541
2018-03-16 07:00:00,42.92282828282829,93.01178451178454
2018-03-16 08:00:00,29.44979729729731,93.03314189189189
2018-03-16 09:00:00,46.12212837837836,93.04800675675673
2018-03-16 10:00:00,32.28884745762713,92.97152542372885
2018-03-16 11:00:00,37.91790540540539,93.00165540540543
2018-03-16 12:00:00,41.0545608108108,93.01503378378374
2018-03-16 13:00:00,24.39386440677969,93.11247457627115
2018-03-16 14:00:00,19.35479591836734,93.06523809523813
2018-03-16 15:00:00,22.645,93.10095238095239
2018-03-16 16:00:00,20.06156462585034,93.10547619047625
2018-03-16 17:00:00,18.302857142857132,93.18391156462589
2018-03-16 18:00:00,19.450612244897957,93.11962585034019
2018-03-16 19:00:00,19.201020408163263,93.12568027210888
2018-03-16 20:00:00,22.349013605442185,93.07452380952378
2018-03-16 21:00:00,23.62340136054423,93.11537414965986
2018-03-16 22:00:00,18.928333333333345,93.16965986394561
2018-03-16 23:00:00,17.195340136054412,93.06326530612242
2018-03-17 00:00:00,19.63863945578231,93.02445578231293
2018-03-17 01:00:00,18.777653061224484,93.08829931972782
2018-03-17 02:00:00,21.29778911564626,93.07574829931974
2018-03-17 03:00:00,19.953843537414983,93.17710884353754
2018-03-17 04:00:00,17.21493197278911,93.12945578231287
2018-03-17 05:00:00,19.662176870748308,93.11367346938775
2018-03-17 06:00:00,16.382749140893523,93.13635738831614
2018-03-17 07:00:00,19.852993197278916,93.14149659863939
2018-03-17 08:00:00,21.380443686006828,93.1357337883959
2018-03-17 09:00:00,18.671598639455773,93.12704081632648
2018-03-17 10:00:00,18.269863945578216,93.10850340136058
2018-03-17 11:00:00,17.495272108843515,93.14037414965983
2018-03-17 12:00:00,22.544319727891136,93.14615646258507
2018-03-17 13:00:00,15.671793103448287,93.16137931034491
2018-03-17 14:00:00,9.511631944444462,93.14086805555552
2018-03-17 15:00:00,9.09940972222224,93.19958333333332
2018-03-17 16:00:00,9.3254513888889,93.148125
2018-03-17 17:00:00,10.99024221453289,93.14370242214537
2018-03-17 18:00:00,10.91027681660901,93.18138408304502
2018-03-17 19:00:00,11.17819444444444,93.19854166666663
2018-03-17 20:00:00,10.094146341463414,93.21867595818814
2018-03-17 21:00:00,10.472941176470584,93.1835640138408
2018-03-17 22:00:00,9.81642361111111,93.13930555555554
2018-03-17 23:00:00,11.246944444444447,93.21805555555558
2018-03-18 00:00:00,12.291764705882347,93.16211072664359
2018-03-18 01:00:00,9.912499999999996,93.1639236111111
2018-03-18 02:00:00,10.033611111111115,93.19791666666667
2018-03-18 03:00:00,10.58320557491289,93.16975609756102
2018-03-18 04:00:00,11.216562500000006,93.11656250000001
2018-03-18 05:00:00,12.179270833333335,93.18038194444438
2018-03-18 06:00:00,8.525531914893634,93.18095744680842
2018-03-18 07:00:00,8.229055944055949,93.12853146853142
2018-03-18 08:00:00,9.47729824561405,93.17298245614043
2018-03-18 09:00:00,10.43104529616726,93.21857142857151
